id,mTurkcode,trial_og,rel_og,dec_og,auto.correct,block,trial_type,pilot_acc,rel,acc,autotype,negative,positive,group,auto,affective,analytical,trust,propensity,age,gender
exp2p133,5,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,2.2,A_Fear_Hi,A,Fear,Hi,1.33333333333333,3.16666666666667,66,Male
exp2p4,6,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,1.2,1.2,A_Fear_Lo,A,Fear,Lo,3,3.16666666666667,41,Female
exp2p121,6,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0,1.6,A_Fear_Lo,A,Fear,Lo,3,2.83333333333333,42,Female
exp2p2,5,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,3,1.8,A_Fear_Hi,A,Fear,Hi,2.5,2.16666666666667,31,Female
exp2p6,5,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.2,0.6,A_Fear_Hi,A,Fear,Hi,3,2,26,Female
exp2p13,5,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,1,1.6,A_Fear_Hi,A,Fear,Hi,2.33333333333333,2.66666666666667,65,Male
exp2p55,6,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,0,A_Fear_Lo,A,Fear,Lo,0,2.66666666666667,32,Male
exp2p33,6,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,1,1.6,A_Fear_Lo,A,Fear,Lo,1.83333333333333,2.16666666666667,28,Male
exp2p113,6,y56,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.870967742,1,1,a,0.4,1.4,A_Fear_Lo,A,Fear,Lo,2.83333333333333,3.16666666666667,57,Male
exp2p134,6,y56,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.870967742,1,1,a,0.2,1.8,A_Fear_Lo,A,Fear,Lo,2.83333333333333,2.66666666666667,25,Female
exp2p20,5,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,1.6,A_Fear_Hi,A,Fear,Hi,2.16666666666667,3.33333333333333,37,Female
exp2p24,5,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0.6,0.8,A_Fear_Hi,A,Fear,Hi,2.5,2.16666666666667,50,Female
exp2p62,6,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,1,2.6,A_Fear_Lo,A,Fear,Lo,3.33333333333333,3,28,Male
exp2p116,5,y56,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.870967742,1,1,a,0.2,0.6,A_Fear_Hi,A,Fear,Hi,2.83333333333333,3,41,Female
exp2p40,5,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,4,A_Fear_Hi,A,Fear,Hi,3,3.33333333333333,28,Male
exp2p26,5,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.8,2.6,A_Fear_Hi,A,Fear,Hi,1.5,2,39,Female
exp2p48,6,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.4,0.6,A_Fear_Lo,A,Fear,Lo,2.66666666666667,2.33333333333333,38,Female
exp2p52,6,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,1.6,A_Fear_Lo,A,Fear,Lo,3.33333333333333,3.5,60,Male
exp2p118,6,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,2.4,3.4,A_Fear_Lo,A,Fear,Lo,2.5,2.16666666666667,28,Male
exp2p79,6,y56,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.870967742,1,1,a,0,2.2,A_Fear_Lo,A,Fear,Lo,1,2.33333333333333,27,Female
exp2p137,6,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,2,1,A_Fear_Lo,A,Fear,Lo,3.16666666666667,2.5,29,Female
exp2p54,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.2,0.8,A_Neut_Lo,A,Neut,Lo,1.83333333333333,2.5,36,Female
exp2p103,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.8,2,A_Neut_Hi,A,Neut,Hi,3.66666666666667,2.33333333333333,58,Male
exp2p122,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.4,1.4,A_Neut_Lo,A,Neut,Lo,1,1.83333333333333,72,Female
exp2p105,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,1.2,A_Neut_Hi,A,Neut,Hi,2.33333333333333,2,64,Male
exp2p8,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,3.2,A_Neut_Lo,A,Neut,Lo,2,3,31,Male
exp2p59,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,1.6,A_Neut_Lo,A,Neut,Lo,3,3.16666666666667,48,Male
exp2p49,8,y56,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.870967742,1,1,a,0.8,0.6,A_Neut_Lo,A,Neut,Lo,0.666666666666667,2.16666666666667,29,Male
exp2p67,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.2,2.2,A_Neut_Hi,A,Neut,Hi,2.16666666666667,3.5,65,Male
exp2p85,7,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,1.6,A_Neut_Hi,A,Neut,Hi,2.16666666666667,3.66666666666667,33,Female
exp2p71,8,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,0.8,A_Neut_Lo,A,Neut,Lo,0,4,25,Male
exp2p1,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.2,2,A_Neut_Hi,A,Neut,Hi,3,2.33333333333333,30,Female
exp2p128,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,1,0,A_Neut_Hi,A,Neut,Hi,1,2.33333333333333,39,Female
exp2p131,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,0.6,A_Neut_Hi,A,Neut,Hi,2.33333333333333,3.66666666666667,26,Male
exp2p108,8,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0.2,1.4,A_Neut_Lo,A,Neut,Lo,2,2.16666666666667,37,Female
exp2p86,7,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0.4,3.6,A_Neut_Hi,A,Neut,Hi,2.16666666666667,3,70,Female
exp2p138,8,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0.8,3.2,A_Neut_Lo,A,Neut,Lo,2.83333333333333,2.66666666666667,55,Female
exp2p25,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,2.2,2,A_Neut_Lo,A,Neut,Lo,3.33333333333333,2.16666666666667,33,Male
exp2p125,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,2,0.6,A_Neut_Hi,A,Neut,Hi,0,3.16666666666667,48,Male
exp2p139,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,2.2,3,A_Neut_Hi,A,Neut,Hi,3.16666666666667,2.5,32,Male
exp2p29,8,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,2.8,A_Neut_Lo,A,Neut,Lo,2.5,3.33333333333333,32,Female
exp2p5,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,2.2,3,A_Neut_Lo,A,Neut,Lo,2.33333333333333,2.33333333333333,30,Female
exp2p15,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,2.2,A_Neut_Hi,A,Neut,Hi,3,1.83333333333333,49,Female
exp2p50,7,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,2.2,A_Neut_Hi,A,Neut,Hi,3.16666666666667,2.5,37,Male
exp2p57,7,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0,1.2,A_Neut_Hi,A,Neut,Hi,2,2.66666666666667,36,Male
exp2p14,8,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0,2.4,A_Neut_Lo,A,Neut,Lo,3,2.5,55,Female
exp2p117,7,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0,2.8,A_Neut_Hi,A,Neut,Hi,3,3,24,Male
exp2p56,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,2.6,A_Neut_Lo,A,Neut,Lo,2.66666666666667,2.5,39,Male
exp2p23,7,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0.2,2.2,A_Neut_Hi,A,Neut,Hi,2,1.66666666666667,40,Female
exp2p109,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.8,4,A_Neut_Hi,A,Neut,Hi,2.66666666666667,2.83333333333333,55,Male
exp2p44,8,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,0,1.8,A_Neut_Lo,A,Neut,Lo,3,2,28,Female
exp2p51,7,y56,View again without automation,Check (contraband present),n,0,y,0.870967742,0,0,a,1.8,2.4,A_Neut_Hi,A,Neut,Hi,2.83333333333333,2.5,43,Male
exp2p119,7,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.2,1.4,A_Neut_Hi,A,Neut,Hi,2.83333333333333,2.5,61,Female
exp2p110,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0,3.4,A_Neut_Lo,A,Neut,Lo,2,2.33333333333333,29,Male
exp2p100,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,2.8,2.6,A_Neut_Lo,A,Neut,Lo,2.83333333333333,2.16666666666667,30,Male
exp2p30,8,y56,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.870967742,1,0,a,0.2,1.2,A_Neut_Lo,A,Neut,Lo,3.16666666666667,2.33333333333333,37,Male
exp2p72,8,y56,View again without automation,Clear (NO contraband present),n,0,y,0.870967742,0,1,a,0.2,2.2,A_Neut_Lo,A,Neut,Lo,2.16666666666667,2.16666666666667,39,Female
exp2p34,6,y58,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.838709677,1,0,a,0.4,1.2,A_Fear_Lo,A,Fear,Lo,2.66666666666667,3.33333333333333,31,Male
exp2p124,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0.2,2.6,A_Fear_Hi,A,Fear,Hi,3,2.16666666666667,36,Male
exp2p63,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0,0.8,A_Fear_Hi,A,Fear,Hi,3,3.66666666666667,35,Female
exp2p93,6,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0,1.2,A_Fear_Lo,A,Fear,Lo,2.33333333333333,2.66666666666667,66,Female
exp2p11,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,2.6,2,A_Fear_Hi,A,Fear,Hi,2.66666666666667,2.16666666666667,35,Female
exp2p107,6,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0.8,1.2,A_Fear_Lo,A,Fear,Lo,3,2.33333333333333,57,Female
exp2p19,6,y58,View again without automation,Check (contraband present),n,0,y,0.838709677,0,0,a,4,0.8,A_Fear_Lo,A,Fear,Lo,3.16666666666667,2.16666666666667,28,Female
exp2p102,5,y58,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.838709677,1,1,a,2,2.6,A_Fear_Hi,A,Fear,Hi,2.16666666666667,3.33333333333333,39,Male
exp2p101,6,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0,1,A_Fear_Lo,A,Fear,Lo,3,2,38,Male
exp2p70,6,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0.4,3,A_Fear_Lo,A,Fear,Lo,2.66666666666667,3,41,Female
exp2p136,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,3.6,2.6,A_Fear_Hi,A,Fear,Hi,2.83333333333333,2.16666666666667,39,Female
exp2p104,5,y58,View again with AWD  (10% point cost),Clear (NO contraband present),n,0,y,0.838709677,1,1,a,2,2.6,A_Fear_Hi,A,Fear,Hi,3.66666666666667,2.33333333333333,55,Female
exp2p17,6,y58,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.838709677,1,0,a,1.4,1.8,A_Fear_Lo,A,Fear,Lo,3,2,38,Female
exp2p9,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0.6,1.6,A_Fear_Hi,A,Fear,Hi,1.5,3.16666666666667,29,Male
exp2p133,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0,2.2,A_Fear_Hi,A,Fear,Hi,1.33333333333333,3.16666666666667,66,Male
exp2p4,6,y58,View again with AWD  (10% point cost),Check (contraband present),n,0,y,0.838709677,1,0,a,1.2,1.2,A_Fear_Lo,A,Fear,Lo,3,3.16666666666667,41,Female
exp2p121,6,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0,1.6,A_Fear_Lo,A,Fear,Lo,3,2.83333333333333,42,Female
exp2p2,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,3,1.8,A_Fear_Hi,A,Fear,Hi,2.5,2.16666666666667,31,Female
exp2p6,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0.2,0.6,A_Fear_Hi,A,Fear,Hi,3,2,26,Female
exp2p13,5,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,1,1.6,A_Fear_Hi,A,Fear,Hi,2.33333333333333,2.66666666666667,65,Male
exp2p55,6,y58,View again without automation,Clear (NO contraband present),n,0,y,0.838709677,0,1,a,0,0,A_Fear_Lo,A,Fear,Lo,0,2.66666666666667,32,Male
